tourney_name,surface,match_num,winner_seed,winner_name,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
Miami Masters,Hard,73,7.0,Lleyton Hewitt,180.0,AUS,20.0629705681,28.0,Nicolas Lapentti,188.0,ECU,24.5968514716,6-3 6-3,3,R32,83.0,7.0,2.0,46.0,31.0,27.0,8.0,9.0,1.0,2.0,6.0,0.0,55.0,26.0,16.0,11.0,9.0,2.0,6.0,2001
Miami Masters,Hard,76,,Andy Roddick,188.0,USA,18.5516769336,4.0,Pete Sampras,185.0,USA,29.6016427105,7-6(2) 6-3,3,R32,78.0,7.0,4.0,60.0,43.0,37.0,10.0,11.0,0.0,1.0,9.0,5.0,72.0,46.0,32.0,11.0,10.0,1.0,3.0,2001
Miami Masters,Hard,77,31.0,Gaston Gaudio,175.0,ARG,22.2751540041,5.0,Yevgeny Kafelnikov,190.0,RUS,27.0800821355,6-4 6-1,3,R32,67.0,4.0,1.0,49.0,29.0,21.0,11.0,8.0,4.0,5.0,3.0,2.0,70.0,44.0,26.0,8.0,9.0,4.0,9.0,2001
Miami Masters,Hard,79,19.0,Jan Michael Gambill,190.0,USA,23.7919233402,14.0,Thomas Enqvist,190.0,SWE,27.0171115674,7-5 6-7(7) 6-1,3,R32,136.0,26.0,6.0,101.0,61.0,49.0,20.0,16.0,6.0,9.0,12.0,10.0,94.0,48.0,35.0,18.0,15.0,2.0,8.0,2001
Miami Masters,Hard,81,24.0,Roger Federer,185.0,SUI,19.6112251882,25.0,Thomas Johansson,180.0,SWE,25.9876796715,7-6(3) 5-7 7-6(7),3,R16,146.0,13.0,6.0,125.0,74.0,59.0,24.0,18.0,3.0,6.0,11.0,2.0,120.0,65.0,48.0,31.0,18.0,7.0,9.0,2001
Miami Masters,Hard,82,8.0,Patrick Rafter,185.0,AUS,28.2217659138,10.0,Alex Corretja,180.0,ESP,26.9377138946,6-4 6-3,3,R16,81.0,3.0,7.0,61.0,34.0,24.0,16.0,9.0,6.0,7.0,3.0,4.0,57.0,21.0,15.0,16.0,10.0,2.0,6.0,2001
Miami Masters,Hard,83,3.0,Andre Agassi,180.0,USA,30.8884325804,23.0,Tommy Haas,188.0,GER,22.9596167009,W/O,3,R16,,,,,,,,,,,,,,,,,,,,2001
Miami Masters,Hard,84,,Ivan Ljubicic,193.0,CRO,22.0013689254,22.0,Carlos Moya,190.0,ESP,24.5585215606,6-3 4-6 6-4,3,R16,121.0,8.0,4.0,101.0,55.0,38.0,29.0,15.0,4.0,5.0,3.0,1.0,82.0,42.0,33.0,23.0,14.0,7.0,9.0,2001
Miami Masters,Hard,85,7.0,Lleyton Hewitt,180.0,AUS,20.0629705681,,Fabrice Santoro,178.0,FRA,28.2737850787,3-6 6-1 6-2,3,R16,106.0,4.0,3.0,73.0,41.0,28.0,19.0,12.0,4.0,6.0,7.0,3.0,84.0,40.0,24.0,20.0,12.0,6.0,11.0,2001
Miami Masters,Hard,86,,Andy Roddick,188.0,USA,18.5516769336,21.0,Andrei Pavel,183.0,ROU,27.1403148528,7-6(10) 6-2,3,R16,91.0,9.0,5.0,76.0,37.0,27.0,19.0,10.0,6.0,9.0,2.0,4.0,72.0,46.0,27.0,10.0,10.0,0.0,5.0,2001
Miami Masters,Hard,87,31.0,Gaston Gaudio,175.0,ARG,22.2751540041,12.0,Juan Carlos Ferrero,183.0,ESP,21.0978781656,6-0 3-6 6-3,3,R16,99.0,2.0,5.0,72.0,40.0,29.0,13.0,12.0,0.0,4.0,0.0,7.0,69.0,42.0,25.0,7.0,12.0,8.0,15.0,2001
Miami Masters,Hard,88,19.0,Jan Michael Gambill,190.0,USA,23.7919233402,,Jonas Bjorkman,183.0,SWE,28.9883641342,6-1 6-2,3,R16,65.0,5.0,0.0,48.0,27.0,22.0,10.0,8.0,2.0,3.0,3.0,4.0,45.0,24.0,11.0,8.0,7.0,5.0,10.0,2001
Miami Masters,Hard,89,8.0,Patrick Rafter,185.0,AUS,28.2217659138,24.0,Roger Federer,185.0,SUI,19.6112251882,6-3 6-1,3,QF,56.0,5.0,3.0,50.0,34.0,30.0,6.0,8.0,2.0,2.0,1.0,6.0,49.0,25.0,16.0,9.0,8.0,4.0,8.0,2001
Miami Masters,Hard,90,3.0,Andre Agassi,180.0,USA,30.8884325804,,Ivan Ljubicic,193.0,CRO,22.0013689254,6-4 6-4,3,QF,99.0,5.0,1.0,52.0,39.0,30.0,8.0,10.0,1.0,2.0,5.0,3.0,69.0,38.0,25.0,15.0,10.0,6.0,9.0,2001
Miami Masters,Hard,91,7.0,Lleyton Hewitt,180.0,AUS,20.0629705681,,Andy Roddick,188.0,USA,18.5516769336,6-3 6-2,3,QF,72.0,5.0,3.0,51.0,27.0,25.0,11.0,9.0,4.0,5.0,5.0,4.0,46.0,21.0,17.0,8.0,8.0,3.0,7.0,2001
Miami Masters,Hard,92,19.0,Jan Michael Gambill,190.0,USA,23.7919233402,31.0,Gaston Gaudio,175.0,ARG,22.2751540041,3-6 7-5 6-4,3,QF,151.0,5.0,5.0,120.0,61.0,40.0,22.0,16.0,14.0,21.0,1.0,3.0,82.0,56.0,32.0,10.0,15.0,4.0,11.0,2001
Miami Masters,Hard,93,3.0,Andre Agassi,180.0,USA,30.8884325804,8.0,Patrick Rafter,185.0,AUS,28.2217659138,6-0 6-7(2) 6-2,3,SF,101.0,2.0,0.0,72.0,51.0,40.0,13.0,13.0,2.0,3.0,8.0,4.0,79.0,49.0,35.0,8.0,13.0,3.0,9.0,2001
Miami Masters,Hard,94,19.0,Jan Michael Gambill,190.0,USA,23.7919233402,7.0,Lleyton Hewitt,180.0,AUS,20.0629705681,7-5 6-4,3,SF,118.0,11.0,6.0,87.0,46.0,34.0,18.0,11.0,9.0,11.0,1.0,3.0,67.0,38.0,25.0,14.0,11.0,3.0,7.0,2001
Miami Masters,Hard,95,3.0,Andre Agassi,180.0,USA,30.8884325804,19.0,Jan Michael Gambill,190.0,USA,23.7919233402,7-6(4) 6-1 6-0,5,F,111.0,8.0,2.0,80.0,61.0,45.0,12.0,13.0,0.0,1.0,9.0,4.0,73.0,30.0,22.0,17.0,12.0,2.0,8.0,2001
Monte Carlo Masters,Clay,4,15.0,Roger Federer,185.0,SUI,19.6878850103,,Michael Chang,175.0,USA,29.1471594798,6-4 6-3,3,R64,85.0,7.0,2.0,78.0,49.0,33.0,11.0,10.0,10.0,13.0,0.0,5.0,61.0,35.0,21.0,9.0,9.0,5.0,10.0,2001
Monte Carlo Masters,Clay,5,9.0,Sebastien Grosjean,175.0,FRA,22.8829568789,,Francisco Clavet,183.0,ESP,32.476386037,6-4 7-5,3,R64,91.0,2.0,0.0,65.0,38.0,25.0,19.0,11.0,3.0,4.0,1.0,0.0,69.0,40.0,28.0,15.0,11.0,3.0,6.0,2001
Monte Carlo Masters,Clay,10,,Hicham Arazi,175.0,MAR,27.4907597536,,Mariano Puerta,180.0,ARG,22.5735797399,1-0 RET,3,R64,9.0,1.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
Monte Carlo Masters,Clay,16,8.0,Tim Henman,185.0,GBR,26.6091718001,,Fabrice Santoro,178.0,FRA,28.3504449008,6-3 6-0,3,R64,60.0,2.0,0.0,42.0,26.0,21.0,9.0,7.0,2.0,2.0,1.0,0.0,43.0,23.0,14.0,6.0,8.0,3.0,8.0,2001
Monte Carlo Masters,Clay,19,,Guillermo Coria,175.0,ARG,19.2553045859,,Andreas Vinciguerra,180.0,SWE,20.1533196441,6-1 6-4,3,R64,82.0,3.0,2.0,55.0,31.0,22.0,16.0,9.0,2.0,3.0,1.0,6.0,74.0,41.0,22.0,14.0,8.0,12.0,16.0,2001
Monte Carlo Masters,Clay,23,,Alberto Martin,175.0,ESP,22.6557152635,,Jiri Novak,190.0,CZE,26.0698151951,7-5 7-6(9),3,R64,104.0,0.0,7.0,98.0,57.0,38.0,25.0,12.0,10.0,11.0,1.0,2.0,80.0,53.0,37.0,14.0,12.0,1.0,3.0,2001
Monte Carlo Masters,Clay,27,,Sjeng Schalken,193.0,NED,24.6023271732,,Karim Alami,185.0,MAR,27.8959616701,6-2 6-0,3,R64,64.0,0.0,3.0,48.0,29.0,24.0,9.0,7.0,2.0,2.0,0.0,5.0,49.0,21.0,10.0,12.0,7.0,6.0,11.0,2001
Monte Carlo Masters,Clay,32,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Younes El Aynaoui,193.0,MAR,29.5934291581,6-4 4-6 6-4,3,R64,115.0,3.0,2.0,85.0,46.0,30.0,23.0,15.0,1.0,5.0,5.0,11.0,114.0,61.0,40.0,22.0,15.0,12.0,17.0,2001
Monte Carlo Masters,Clay,34,15.0,Roger Federer,185.0,SUI,19.6878850103,,Davide Sanguinetti,188.0,ITA,28.6406570842,7-6(5) 7-6(0),3,R32,104.0,0.0,3.0,91.0,40.0,30.0,28.0,12.0,7.0,10.0,1.0,4.0,78.0,43.0,28.0,20.0,12.0,2.0,5.0,2001
Monte Carlo Masters,Clay,35,9.0,Sebastien Grosjean,175.0,FRA,22.8829568789,,Bohdan Ulihrach,188.0,CZE,26.1437371663,7-5 6-3,3,R32,80.0,3.0,1.0,56.0,35.0,24.0,13.0,10.0,2.0,4.0,2.0,6.0,75.0,38.0,25.0,13.0,11.0,5.0,10.0,2001
Monte Carlo Masters,Clay,37,,Hicham Arazi,175.0,MAR,27.4907597536,3.0,Magnus Norman,188.0,SWE,24.8788501027,6-2 6-4,3,R32,83.0,6.0,0.0,63.0,34.0,23.0,18.0,9.0,7.0,8.0,8.0,2.0,60.0,33.0,24.0,8.0,9.0,3.0,7.0,2001
Monte Carlo Masters,Clay,40,8.0,Tim Henman,185.0,GBR,26.6091718001,,Gaston Gaudio,175.0,ARG,22.3518138261,6-4 6-2,3,R32,82.0,3.0,2.0,60.0,29.0,22.0,20.0,9.0,7.0,8.0,1.0,5.0,55.0,28.0,17.0,11.0,9.0,0.0,4.0,2001
Monte Carlo Masters,Clay,42,,Guillermo Coria,175.0,ARG,19.2553045859,12.0,Franco Squillari,183.0,ARG,25.6509240246,4-6 6-1 6-2,3,R32,102.0,2.0,0.0,77.0,42.0,33.0,21.0,13.0,4.0,5.0,3.0,3.0,73.0,35.0,22.0,19.0,12.0,1.0,5.0,2001
Monte Carlo Masters,Clay,44,,Alberto Martin,175.0,ESP,22.6557152635,,Markus Hipfl,178.0,AUT,22.9733059548,6-4 6-2,3,R32,77.0,1.0,2.0,57.0,37.0,27.0,11.0,9.0,5.0,6.0,0.0,3.0,48.0,28.0,16.0,9.0,9.0,0.0,4.0,2001
Monte Carlo Masters,Clay,46,,Sjeng Schalken,193.0,NED,24.6023271732,11.0,Thomas Enqvist,190.0,SWE,27.0937713895,2-6 6-4 6-2,3,R32,103.0,2.0,2.0,78.0,50.0,27.0,19.0,13.0,4.0,7.0,1.0,7.0,88.0,43.0,27.0,21.0,13.0,8.0,12.0,2001
Monte Carlo Masters,Clay,48,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Fernando Vicente,180.0,ESP,24.1067761807,6-2 6-2,3,R32,60.0,2.0,2.0,43.0,24.0,20.0,13.0,8.0,0.0,0.0,3.0,1.0,67.0,32.0,20.0,14.0,8.0,13.0,17.0,2001
Monte Carlo Masters,Clay,49,15.0,Roger Federer,185.0,SUI,19.6878850103,,Arnaud Di Pasquale,185.0,FRA,22.1765913758,6-1 6-2,3,R16,61.0,4.0,0.0,43.0,28.0,21.0,12.0,8.0,0.0,0.0,2.0,1.0,58.0,41.0,18.0,10.0,7.0,8.0,12.0,2001
Monte Carlo Masters,Clay,50,9.0,Sebastien Grosjean,175.0,FRA,22.8829568789,,Magnus Gustafsson,185.0,SWE,34.2833675565,6-4 6-3,3,R16,89.0,3.0,1.0,60.0,33.0,22.0,13.0,10.0,6.0,9.0,5.0,1.0,73.0,41.0,22.0,15.0,9.0,5.0,10.0,2001
Monte Carlo Masters,Clay,51,,Hicham Arazi,175.0,MAR,27.4907597536,14.0,Cedric Pioline,188.0,FRA,31.8357289528,7-6(4) 6-1,3,R16,103.0,4.0,2.0,68.0,39.0,29.0,16.0,10.0,1.0,2.0,3.0,6.0,75.0,40.0,22.0,18.0,9.0,7.0,10.0,2001
Monte Carlo Masters,Clay,52,8.0,Tim Henman,185.0,GBR,26.6091718001,,Albert Costa,180.0,ESP,25.8097193703,2-6 7-6(6) 6-1,3,R16,147.0,3.0,4.0,101.0,48.0,37.0,25.0,14.0,9.0,12.0,2.0,2.0,101.0,79.0,50.0,9.0,13.0,10.0,13.0,2001
Monte Carlo Masters,Clay,53,,Guillermo Coria,175.0,ARG,19.2553045859,,Galo Blanco,173.0,ESP,24.5201916496,7-5 6-1,3,R16,85.0,7.0,3.0,66.0,29.0,21.0,24.0,10.0,2.0,3.0,3.0,4.0,68.0,31.0,22.0,13.0,9.0,4.0,8.0,2001
Monte Carlo Masters,Clay,54,,Alberto Martin,175.0,ESP,22.6557152635,,Mikhail Youzhny,183.0,RUS,18.8090349076,6-3 6-4,3,R16,63.0,1.0,1.0,58.0,42.0,30.0,11.0,10.0,4.0,5.0,2.0,2.0,64.0,45.0,28.0,9.0,9.0,6.0,9.0,2001
Monte Carlo Masters,Clay,55,,Sjeng Schalken,193.0,NED,24.6023271732,,Jerome Golmard,188.0,FRA,27.6002737851,3-6 6-0 6-1,3,R16,88.0,7.0,0.0,63.0,36.0,26.0,18.0,11.0,5.0,7.0,2.0,5.0,68.0,37.0,21.0,14.0,11.0,4.0,10.0,2001
Monte Carlo Masters,Clay,56,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Tommy Haas,188.0,GER,23.0362765229,6-7(6) 6-3 6-3,3,R16,123.0,13.0,2.0,94.0,46.0,38.0,23.0,15.0,4.0,6.0,3.0,6.0,86.0,48.0,34.0,17.0,15.0,3.0,8.0,2001
Monte Carlo Masters,Clay,57,9.0,Sebastien Grosjean,175.0,FRA,22.8829568789,15.0,Roger Federer,185.0,SUI,19.6878850103,6-4 6-3,3,QF,73.0,3.0,0.0,57.0,44.0,30.0,9.0,9.0,2.0,2.0,3.0,2.0,71.0,39.0,22.0,17.0,10.0,6.0,9.0,2001
Monte Carlo Masters,Clay,58,,Hicham Arazi,175.0,MAR,27.4907597536,8.0,Tim Henman,185.0,GBR,26.6091718001,7-6(3) 2-6 7-6(2),3,QF,172.0,2.0,1.0,97.0,55.0,30.0,26.0,16.0,2.0,9.0,6.0,3.0,145.0,72.0,47.0,32.0,16.0,15.0,20.0,2001
Monte Carlo Masters,Clay,59,,Guillermo Coria,175.0,ARG,19.2553045859,,Alberto Martin,175.0,ESP,22.6557152635,6-3 4-6 6-3,3,QF,130.0,1.0,2.0,85.0,39.0,29.0,25.0,14.0,3.0,6.0,1.0,5.0,93.0,66.0,38.0,11.0,14.0,9.0,14.0,2001
Monte Carlo Masters,Clay,60,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Sjeng Schalken,193.0,NED,24.6023271732,6-7(1) 6-2 6-4,3,QF,117.0,7.0,1.0,105.0,66.0,47.0,18.0,15.0,6.0,8.0,0.0,3.0,87.0,54.0,37.0,16.0,15.0,3.0,8.0,2001
Monte Carlo Masters,Clay,61,,Hicham Arazi,175.0,MAR,27.4907597536,9.0,Sebastien Grosjean,175.0,FRA,22.8829568789,6-4 6-4,3,SF,91.0,0.0,2.0,55.0,29.0,19.0,14.0,10.0,2.0,5.0,0.0,0.0,70.0,48.0,25.0,10.0,10.0,5.0,10.0,2001
Monte Carlo Masters,Clay,62,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Guillermo Coria,175.0,ARG,19.2553045859,6-4 6-2,3,SF,66.0,6.0,1.0,53.0,32.0,25.0,14.0,9.0,3.0,3.0,1.0,1.0,58.0,29.0,18.0,15.0,9.0,0.0,3.0,2001
Monte Carlo Masters,Clay,63,2.0,Gustavo Kuerten,190.0,BRA,24.5968514716,,Hicham Arazi,175.0,MAR,27.4907597536,6-3 6-2 6-4,5,F,122.0,9.0,0.0,92.0,50.0,34.0,25.0,14.0,3.0,5.0,2.0,2.0,93.0,43.0,22.0,28.0,13.0,7.0,13.0,2001
Rome Masters,Clay,1,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,,Ivan Ljubicic,193.0,CRO,22.135523614,6-7(4) 7-5 6-4,3,R64,151.0,6.0,1.0,113.0,65.0,45.0,28.0,17.0,2.0,4.0,11.0,5.0,125.0,73.0,54.0,19.0,17.0,6.0,10.0,2001
Rome Masters,Clay,5,10.0,Alex Corretja,180.0,ESP,27.0718685832,,Carlos Moya,190.0,ESP,24.6926762491,5-7 7-5 6-1,3,R64,161.0,5.0,2.0,102.0,48.0,31.0,33.0,16.0,5.0,8.0,3.0,3.0,104.0,61.0,38.0,19.0,15.0,2.0,7.0,2001
Rome Masters,Clay,9,,Harel Levy,185.0,ISR,22.7542778919,4.0,Pete Sampras,185.0,USA,29.735797399,7-5 2-6 6-4,3,R64,131.0,5.0,3.0,99.0,58.0,38.0,20.0,15.0,13.0,17.0,3.0,4.0,100.0,61.0,43.0,16.0,15.0,6.0,10.0,2001
Rome Masters,Clay,15,,Andreas Vinciguerra,180.0,SWE,20.2108145106,,Fernando Meligeni,180.0,BRA,30.0698151951,6-2 6-0,3,R64,59.0,1.0,1.0,46.0,31.0,21.0,8.0,7.0,4.0,5.0,1.0,3.0,46.0,25.0,8.0,7.0,7.0,5.0,11.0,2001
Rome Masters,Clay,18,,Jacobo Diaz,173.0,ESP,24.8213552361,,Mariano Puerta,180.0,ARG,22.6310746064,6-1 6-2,3,R64,60.0,3.0,0.0,40.0,29.0,22.0,9.0,7.0,2.0,2.0,1.0,4.0,44.0,25.0,12.0,5.0,8.0,2.0,7.0,2001
Rome Masters,Clay,22,,Nicolas Lapentti,188.0,ECU,24.7310061602,,Gaston Gaudio,175.0,ARG,22.4093086927,6-3 6-2,3,R64,66.0,2.0,1.0,44.0,27.0,21.0,11.0,9.0,0.0,1.0,0.0,0.0,48.0,34.0,15.0,9.0,8.0,5.0,9.0,2001
Rome Masters,Clay,25,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,,Sjeng Schalken,193.0,NED,24.6598220397,6-3 7-5,3,R64,105.0,1.0,0.0,73.0,47.0,32.0,16.0,11.0,5.0,6.0,2.0,4.0,72.0,30.0,18.0,23.0,10.0,5.0,8.0,2001
Rome Masters,Clay,29,,Wayne Ferreira,185.0,RSA,29.6427104723,16.0,Dominik Hrbaty,183.0,SVK,23.3374401095,6-2 6-4,3,R64,66.0,4.0,0.0,47.0,22.0,18.0,16.0,9.0,0.0,1.0,7.0,8.0,49.0,20.0,15.0,11.0,9.0,2.0,6.0,2001
Rome Masters,Clay,33,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,,Michael Chang,175.0,USA,29.2046543463,6-1 6-1,3,R32,72.0,5.0,1.0,57.0,31.0,23.0,14.0,7.0,7.0,7.0,0.0,0.0,56.0,35.0,18.0,6.0,7.0,5.0,10.0,2001
Rome Masters,Clay,35,10.0,Alex Corretja,180.0,ESP,27.0718685832,,Albert Portas,188.0,ESP,27.4743326489,6-7(4) 6-2 6-4,3,R32,167.0,8.0,7.0,108.0,59.0,40.0,22.0,15.0,10.0,14.0,1.0,5.0,112.0,65.0,38.0,22.0,15.0,10.0,17.0,2001
Rome Masters,Clay,37,,Harel Levy,185.0,ISR,22.7542778919,,Francisco Clavet,183.0,ESP,32.5338809035,6-4 7-6(6),3,R32,122.0,2.0,0.0,67.0,44.0,34.0,12.0,11.0,2.0,4.0,0.0,0.0,81.0,56.0,31.0,11.0,11.0,5.0,8.0,2001
Rome Masters,Clay,40,,Andreas Vinciguerra,180.0,SWE,20.2108145106,,Vincenzo Santopadre,183.0,ITA,29.7385352498,3-6 7-5 6-3,3,R32,129.0,0.0,2.0,87.0,67.0,46.0,8.0,15.0,4.0,8.0,4.0,3.0,95.0,54.0,36.0,18.0,15.0,5.0,10.0,2001
Rome Masters,Clay,41,,Jacobo Diaz,173.0,ESP,24.8213552361,6.0,Yevgeny Kafelnikov,190.0,RUS,27.2142368241,7-6(3) 1-6 7-5,3,R32,150.0,7.0,3.0,100.0,63.0,43.0,16.0,15.0,2.0,7.0,4.0,3.0,107.0,54.0,43.0,24.0,16.0,7.0,11.0,2001
Rome Masters,Clay,43,,Nicolas Lapentti,188.0,ECU,24.7310061602,,Guillermo Coria,175.0,ARG,19.3127994524,3-6 6-3 7-5,3,R32,146.0,2.0,4.0,91.0,47.0,34.0,20.0,15.0,4.0,9.0,4.0,2.0,97.0,59.0,37.0,15.0,15.0,3.0,9.0,2001
Rome Masters,Clay,45,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,,Marcelo Rios,175.0,CHI,25.363449692,6-1 6-3,3,R32,77.0,5.0,5.0,51.0,32.0,21.0,10.0,8.0,2.0,4.0,3.0,7.0,72.0,33.0,18.0,13.0,8.0,7.0,13.0,2001
Rome Masters,Clay,47,,Wayne Ferreira,185.0,RSA,29.6427104723,,Greg Rusedski,193.0,GBR,27.665982204,6-4 6-4,3,R32,69.0,0.0,1.0,56.0,33.0,25.0,16.0,10.0,0.0,0.0,8.0,0.0,55.0,29.0,23.0,14.0,10.0,2.0,4.0,2001
Rome Masters,Clay,49,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,15.0,Franco Squillari,183.0,ARG,25.7084188912,6-1 6-2,3,R16,59.0,6.0,1.0,50.0,27.0,21.0,14.0,8.0,3.0,3.0,1.0,2.0,43.0,27.0,16.0,6.0,7.0,7.0,11.0,2001
Rome Masters,Clay,50,10.0,Alex Corretja,180.0,ESP,27.0718685832,7.0,Lleyton Hewitt,180.0,AUS,20.1971252567,7-6(2) 6-4,3,R16,153.0,3.0,1.0,84.0,40.0,27.0,26.0,11.0,7.0,9.0,2.0,4.0,83.0,29.0,24.0,24.0,11.0,6.0,9.0,2001
Rome Masters,Clay,51,,Harel Levy,185.0,ISR,22.7542778919,,Nicolas Kiefer,183.0,GER,23.8384668036,6-2 6-4,3,R16,78.0,5.0,4.0,58.0,25.0,20.0,16.0,9.0,6.0,8.0,0.0,3.0,51.0,24.0,15.0,10.0,9.0,5.0,10.0,2001
Rome Masters,Clay,52,,Andreas Vinciguerra,180.0,SWE,20.2108145106,12.0,Sebastien Grosjean,175.0,FRA,22.9404517454,6-2 6-3,3,R16,70.0,1.0,1.0,46.0,28.0,22.0,9.0,8.0,4.0,5.0,1.0,0.0,57.0,36.0,17.0,12.0,9.0,6.0,11.0,2001
Rome Masters,Clay,53,,Jacobo Diaz,173.0,ESP,24.8213552361,,Federico Luzzi,188.0,ITA,21.3415468857,6-3 6-1,3,R16,79.0,1.0,0.0,43.0,31.0,24.0,8.0,8.0,3.0,4.0,5.0,3.0,62.0,33.0,19.0,9.0,8.0,9.0,14.0,2001
Rome Masters,Clay,54,,Nicolas Lapentti,188.0,ECU,24.7310061602,,Felix Mantilla,180.0,ESP,26.6201232033,6-3 2-6 7-6(4),3,R16,165.0,5.0,2.0,95.0,50.0,37.0,19.0,15.0,4.0,9.0,0.0,3.0,87.0,59.0,35.0,15.0,14.0,1.0,5.0,2001
Rome Masters,Clay,55,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,,Julien Boutter,190.0,FRA,27.0882956879,6-3 6-2,3,R16,70.0,1.0,1.0,64.0,41.0,28.0,13.0,9.0,3.0,4.0,7.0,5.0,56.0,36.0,22.0,6.0,8.0,3.0,7.0,2001
Rome Masters,Clay,56,,Wayne Ferreira,185.0,RSA,29.6427104723,,Roger Federer,185.0,SUI,19.7453798768,7-6(4) 6-2,3,R16,83.0,1.0,0.0,75.0,37.0,26.0,18.0,10.0,3.0,5.0,5.0,2.0,55.0,28.0,15.0,15.0,10.0,2.0,6.0,2001
Rome Masters,Clay,57,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,10.0,Alex Corretja,180.0,ESP,27.0718685832,6-2 6-3,3,QF,85.0,3.0,0.0,40.0,20.0,16.0,16.0,8.0,0.0,0.0,2.0,1.0,70.0,32.0,17.0,21.0,9.0,6.0,10.0,2001
Rome Masters,Clay,58,,Andreas Vinciguerra,180.0,SWE,20.2108145106,,Harel Levy,185.0,ISR,22.7542778919,7-6(7) 6-2,3,QF,92.0,3.0,5.0,77.0,45.0,35.0,14.0,10.0,3.0,4.0,8.0,2.0,68.0,39.0,26.0,12.0,10.0,3.0,6.0,2001
Rome Masters,Clay,59,,Nicolas Lapentti,188.0,ECU,24.7310061602,,Jacobo Diaz,173.0,ESP,24.8213552361,3-6 6-1 6-2,3,QF,117.0,3.0,2.0,77.0,44.0,31.0,21.0,12.0,1.0,2.0,0.0,6.0,62.0,33.0,21.0,16.0,12.0,1.0,5.0,2001
Rome Masters,Clay,60,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,,Wayne Ferreira,185.0,RSA,29.6427104723,6-0 6-2,3,QF,49.0,8.0,1.0,33.0,24.0,22.0,6.0,7.0,0.0,0.0,1.0,2.0,43.0,20.0,11.0,7.0,7.0,1.0,6.0,2001
Rome Masters,Clay,61,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,,Andreas Vinciguerra,180.0,SWE,20.2108145106,6-2 6-4,3,SF,73.0,14.0,3.0,55.0,29.0,23.0,16.0,9.0,1.0,1.0,1.0,2.0,62.0,34.0,21.0,14.0,9.0,4.0,7.0,2001
Rome Masters,Clay,62,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,,Nicolas Lapentti,188.0,ECU,24.7310061602,6-3 6-3,3,SF,95.0,1.0,2.0,53.0,29.0,20.0,13.0,9.0,0.0,2.0,1.0,3.0,62.0,34.0,19.0,11.0,9.0,7.0,12.0,2001
Rome Masters,Clay,63,8.0,Juan Carlos Ferrero,183.0,ESP,21.2320328542,1.0,Gustavo Kuerten,190.0,BRA,24.6543463381,3-6 6-1 2-6 6-4 6-2,5,F,184.0,8.0,4.0,117.0,66.0,49.0,29.0,21.0,5.0,9.0,15.0,3.0,141.0,77.0,54.0,31.0,21.0,9.0,15.0,2001
Hamburg Masters,Clay,2,,Thomas Johansson,180.0,SWE,26.1409993155,,David Prinosil,185.0,GER,28.180698152,6-4 6-4,3,R64,88.0,3.0,2.0,70.0,32.0,20.0,22.0,10.0,6.0,8.0,1.0,2.0,66.0,35.0,21.0,16.0,10.0,7.0,11.0,2001
Hamburg Masters,Clay,8,8.0,Juan Carlos Ferrero,183.0,ESP,21.2511978097,,Sergi Bruguera,188.0,ESP,30.3244353183,3-6 6-1 6-4,3,R64,115.0,4.0,1.0,75.0,48.0,35.0,17.0,13.0,5.0,7.0,5.0,0.0,95.0,55.0,40.0,15.0,13.0,10.0,14.0,2001
Hamburg Masters,Clay,10,,Fabrice Santoro,178.0,FRA,28.4271047228,,Gianluca Pozzi,180.0,ITA,35.9069130732,6-1 6-4,3,R64,84.0,0.0,3.0,57.0,32.0,22.0,15.0,9.0,2.0,4.0,2.0,2.0,63.0,31.0,15.0,14.0,8.0,3.0,8.0,2001
Hamburg Masters,Clay,14,,Albert Costa,180.0,ESP,25.8863791923,,Francisco Clavet,183.0,ESP,32.553045859,6-3 6-4,3,R64,94.0,2.0,1.0,67.0,52.0,37.0,6.0,10.0,5.0,7.0,1.0,2.0,53.0,33.0,21.0,8.0,9.0,2.0,6.0,2001
